2026-04-13 11:20:45,24.21,10.3,53.16,647.9,0.0748,6.96
2026-04-16 16:31:15,18.73,2.89,59.26,605.55,0.0501,5.34
2026-04-16 16:31:20,23.09,13.32,52.98,542.33,0.0692,4.3
2026-04-16 16:31:25,23.63,20.88,52.81,712.27,0.0389,4.93
2026-04-16 16:31:30,21.18,0.78,59.12,575.17,0.0756,5.07
2026-04-16 16:31:35,19.56,8.25,55.42,540.89,0.0613,5.67
2026-04-16 16:31:40,18.88,3.56,54.64,648.84,0.0362,5.13
2026-04-16 16:31:45,29.96,16.01,50.04,681.56,0.085,4.54
2026-04-16 16:31:53,25.08,0.21,50.66,583.16,0.0866,5.96
2026-04-16 16:31:58,27.1,17.82,58.96,671.53,0.0594,4.1
2026-04-16 16:32:03,22.45,17.41,57.28,556.78,0.0556,4.24
2026-04-16 16:32:08,24.89,12.61,55.75,692.98,0.0308,6.53
2026-04-16 16:32:13,24.12,3.8,53.1,664.7,0.0604,5.47
2026-04-16 16:43:58,27.92,20.58,50.27,585.52,0.0402,5.65
2026-04-16 16:44:03,25.89,11.05,55.65,563.18,0.0549,5.03
2026-04-16 16:44:08,18.66,8.0,51.91,580.76,0.0705,4.17
2026-04-16 16:44:26,19.0,3.24,50.5,511.79,0.051,5.57
2026-04-16 19:19:05,24.36,7.67,57.68,503.52,0.0716,6.73
2026-04-16 19:19:11,28.25,15.82,51.17,594.22,0.0515,5.7
2026-04-16 19:19:16,23.39,4.63,59.59,653.25,0.0212,4.07
2026-04-16 19:19:21,27.8,2.26,57.49,696.99,0.0375,6.03
2026-04-16 19:19:26,24.74,11.54,58.08,658.49,0.0464,6.01
2026-04-16 19:19:31,24.34,6.71,54.09,633.62,0.0891,5.78
2026-04-16 19:19:36,28.63,7.14,51.64,620.48,0.0766,5.1
2026-04-16 19:19:41,27.15,15.43,58.41,589.22,0.0798,6.95
2026-04-16 19:19:46,19.73,17.96,59.83,568.59,0.0762,6.03
2026-04-16 19:19:51,23.39,8.28,58.99,572.67,0.0311,5.84
2026-04-16 19:19:56,25.28,2.75,56.15,512.69,0.0605,5.82
2026-04-16 19:20:01,23.74,6.64,55.56,543.57,0.0882,5.47
2026-04-16 19:20:06,23.74,15.81,52.1,629.55,0.0998,4.06
2026-04-16 19:20:11,25.6,16.39,58.57,555.59,0.0232,6.77
2026-04-16 19:20:16,21.2,17.35,59.78,522.79,0.0934,4.84
2026-04-16 19:20:22,26.22,12.31,51.88,707.12,0.0854,5.52
2026-04-16 19:20:27,22.25,17.93,51.24,658.64,0.0556,6.75
2026-04-16 19:20:32,20.53,9.7,52.75,560.95,0.098,5.68
2026-04-16 19:20:37,22.92,14.14,56.44,646.99,0.0774,6.09
2026-04-16 19:20:42,19.5,1.65,56.14,571.49,0.0709,4.23
2026-04-16 19:20:47,23.31,2.53,53.0,541.35,0.0344,5.06
2026-04-16 19:20:52,23.43,5.84,59.99,607.39,0.0205,6.65
2026-04-16 19:20:57,29.67,9.92,52.94,620.3,0.0588,5.91
2026-04-16 19:21:02,27.17,16.39,58.82,603.84,0.0453,6.79
2026-04-16 19:21:07,24.16,11.86,52.57,507.77,0.0578,5.26
2026-04-16 19:21:12,25.37,17.72,58.67,688.54,0.0323,5.94
2026-04-16 19:21:17,26.82,13.26,55.11,710.59,0.0848,6.72
2026-04-16 19:21:22,29.6,14.64,50.83,650.04,0.098,4.27
2026-04-16 19:21:27,28.16,2.13,56.0,620.38,0.0427,5.32
2026-04-16 19:21:32,28.98,12.08,57.93,521.71,0.077,4.25
2026-04-16 19:21:37,28.33,12.16,53.83,637.32,0.0671,4.03
2026-04-16 19:21:42,24.19,3.9,59.83,557.72,0.0261,4.34
2026-04-16 19:21:47,19.12,4.83,58.33,566.83,0.0736,4.13
2026-04-16 19:21:52,28.23,4.74,54.15,549.61,0.0932,5.71
2026-04-16 19:21:57,21.15,15.5,53.27,514.1,0.0814,5.84
2026-04-16 19:22:02,25.95,8.39,52.78,651.95,0.0496,6.26
2026-04-16 19:22:44,19.6,19.53,51.85,688.31,0.0972,4.83
2026-04-16 19:22:49,25.36,20.54,55.06,628.34,0.0595,5.44
2026-04-16 19:22:54,18.01,19.86,53.68,507.79,0.0709,4.24
2026-04-16 19:22:59,29.9,4.97,55.15,543.57,0.0986,4.51
2026-04-16 19:23:04,29.67,6.07,54.76,573.4,0.0553,5.23
2026-04-16 19:23:09,28.33,9.81,52.32,633.77,0.0613,6.46
2026-04-16 19:23:14,26.47,5.75,57.57,631.44,0.094,6.48
2026-04-16 19:23:19,21.45,7.5,55.59,589.52,0.0201,4.31
2026-04-16 19:23:24,28.17,12.47,57.87,532.96,0.0553,5.46
2026-04-16 19:23:29,29.12,1.01,51.07,599.11,0.069,5.59
2026-04-16 19:23:34,24.18,6.65,52.0,699.6,0.0707,4.44
2026-04-16 19:23:39,18.75,4.21,59.25,648.75,0.0246,6.65
2026-04-16 19:23:44,25.06,1.79,59.67,661.18,0.0601,5.06
2026-04-16 19:23:49,22.48,13.12,54.69,659.03,0.0263,4.76
2026-04-16 19:23:54,29.28,20.09,52.63,584.22,0.0272,6.65
2026-04-16 19:23:59,20.42,15.66,51.13,639.74,0.0344,6.43
